rank,sn,cihui,pinyin,ref_hanzi,ref_pinyin,pos,definition,example
80092,1,田园化,tiányuánhuà,,,动,使具有田园风光,田园化住宅小区
80094,1,潜踪,qiánzōng,,,动,隐藏行踪,潜踪匿迹
80099,1,口拙,kǒuzhuō,,,形,嘴笨；口头表达能力不强,他口拙，但很能写。
80100,1,扎耳朵,zhā'ěrduo,,,,（声音或话语）刺耳；不中听,警笛声扎耳朵｜他的话扎耳朵
80102,1,育儿袋,yù'érdài,,,名,袋鼠等哺乳类有袋动物雌体腹部由皮肤皱褶形成的袋。袋内有乳腺开口，可供幼兽哺乳并藏身,
80102,2,育儿袋,yù'érdài,,,名,指用于养育婴儿的袋状被子,
80105,1,逋逃,būtáo,,,动,逃亡,
80105,2,逋逃,būtáo,,,名,逃亡的人,
80107,1,转弯子,zhuǎnwānzi,,,,比喻改变观点,时代进步了，思想也要转弯子。
80107,2,转弯子,zhuànwānzi,,,,比喻说话拐弯抹角，不直截了当,你就直接说吧，不要转弯子了。
80111,1,音值,yīnzhí,,,名,音素的实际读音。通常要用国际音标表示。如汉语普通话 zhā 这个音节中的a和 zhāi 这个音节中的a音值不同。用国际音标表示，前者为[A]，后者则为[a],
80113,1,浮词,fúcí,,,名,不切实际或浮夸的话,浮词虚语｜改削浮词，直书其事。
80116,1,角票,jiǎopiào,,,名,以角为单位的纸币,
80119,1,斗心眼儿,dòuxīnyǎnr,,,,耍心眼 儿,
80120,1,阴宅,yīnzhái,,,名,迷信指坟墓,
80125,1,胃腺,wèixiàn,,,名,分泌胃液的腺体。分布在胃黏膜上，包括贲门腺、胃底腺和幽门腺,
80128,1,现世报,xiànshìbào,,,,迷信认为，做了坏事的人现世就会得到报应,
80129,1,等温线,děngwēnxiàn,,,名,气温分布图上某一平面温度值相同的各相邻点的连线,
80130,1,同位语,tóngwèiyǔ,,,名,几个词语连用，彼此指同一个事物，并在句子中充当同一成分，这几个词语就叫同位语。如“我回到故乡北京”中，“故乡”和“北京”互为同位语,
80132,1,悬浊液,xuánzhuóyè,,,名,悬浮液,
80133,1,老八板儿,lǎobābǎnr,,,形,形容古板守旧，不知变通,时代变了，不要太老八板儿。
80133,2,老八板儿,lǎobābǎnr,,,名,指古板守旧的人,这人是个老八板儿，一点儿也不接受新事物。
80134,1,傻劲儿,shǎjìnr,,,名,愚笨、糊涂的样子,搞错了你还笑，看你这傻劲儿。
80134,2,傻劲儿,shǎjìnr,,,名,死力气；蛮劲,不要光靠傻劲儿，得动脑子。
80136,1,强蛮,qiángmán,,,形,强横；蛮横,做思想工作不能采用强蛮、粗暴的手段。
80137,1,端架子,duānjiàzi,,,,摆架子,
80138,1,肾囊,shènnáng,,,名,中医指阴囊,
80139,1,台风眼,táifēngyǎn,,,名,台风范围内气压最低、无云或少云、静风或微风、四周为大范围云墙的核心部分。外形多呈圆形。一般在强台风中形成，随台风增强而逐渐缩小,
80142,1,盛服,shèngfú,,,名,盛装,
80144,1,土老帽儿,tǔlǎomàor,,,名,指不合时尚、言行和衣着土里土气的人（含讥讽意）,
80149,1,佞幸,nìngxìng,,,动,〈文〉靠谄媚而得到宠幸,
80149,2,佞幸,nìngxìng,,,名,〈文〉靠谄媚而得到宠幸的人,佞幸当道
80151,1,大伯子,dàbǎizi,,,名,丈夫的哥哥,
80152,1,青麻,qīngmá,,,名,苘（qǐng）麻的通称,
80153,1,蜂王精,fēngwángjīng,,,名,蜂王浆,
80155,1,前儿个,qiánrge,,,名,前天,
80156,1,跟屁虫,gēnpìchóng,,,名,称跟在别人屁股后边亦步亦趋、毫无主见的人（含轻蔑意）,
80164,1,跑面,pǎomiàn,,,动,指领导干部下到所辖范围内检查、了解并指导工作，不固定在一个点上,
80165,1,光风霁月,guāngfēng-jìyuè,,,,雨雪过后风清月朗的景象。比喻高洁的人品，开阔的胸襟；也比喻清明的政治局面,
80166,1,啧啧称羡,zézé-chēngxiàn,,,,连声赞叹，表示羡慕,
80168,1,见财起意,jiàncái-qǐyì,,,,见到钱财就产生想要占有的念头,
80171,1,锦心绣口,jǐnxīn-xiùkǒu,,,,形容文思巧妙，词藻华丽（绣：五彩斑斓）,
80174,1,来回来去,láihuí-láiqù,,,,表示不断重复某个动作、行为,急得他来回来去地转悠｜车轱辘话来回来去地说。
80177,1,金针度人,jīnzhēn-dùrén,,,,传说唐人郑侃的女儿采娘，在七夕祭织女时，梦见织女送给她一根金针，从此她的刺绣更加精巧（度：传授）。比喻把技艺的诀窍传授给别人,
80178,1,哀子,āizǐ,,,名,旧时丧母之子自称（多用于讣文）,
80183,1,吃粉笔灰,chīfěnbǐhuī,,,,借指当教师（含谐谑意）,
80186,1,饭勺,fànsháo,,,名,盛饭用的勺子,
80187,1,后脑勺儿,hòunǎosháor,,,名,脑袋后面凸起的部分。呈半球形，形似勺子，故称,
80190,1,实心眼儿,shíxīnyǎnr,,,形,心地实在,他是个实心眼儿的人。
80190,2,实心眼儿,shíxīnyǎnr,,,名,心地实在的人,他是个实心眼儿，有什么说什么。
80191,1,向隅而泣,xiàngyú'érqì,,,,面对着墙角哭泣；形容极其孤立和绝望,
80197,1,瓷饭碗,cífànwǎn,,,,比喻不牢靠、有可能失去的工作岗位,
80198,1,盔头,kuītou,,,名,戏曲中角色所戴的各种帽子的统称。主要用来表示人物的身份，不同性别、年龄、性格的角色戴的盔头都不一样,
80200,1,螳臂当车,tángbì-dāngchē,,,,螳螂举起前足妄想挡住前进的车子。比喻不自量力必然失败,
80203,1,反坐,fǎnzuò,,,动,古代指对诬告者按其诬告别人的罪名进行惩罚。如诬告别人杀人，就按杀人罪惩罚诬告者（坐：定罪）,
80205,1,冰轮,bīnglún,,,名,比喻明月，多指圆月,云峰缺处涌冰轮
80207,1,倾动,qīngdòng,,,动,使人佩服震动,艺术团的表演倾动了全城。
80212,1,探赜索隐,tànzé-suǒyǐn,,,,探索深邃的道理或隐秘的含义（赜：深奥、玄妙之处）,
80215,1,等因奉此,děngyīn-fèngcǐ,,,,旧时公文套语。一般在引述上级来文后用这四个字承上启下，接着陈说本单位或个人意见。现多用来讥讽例行公事、做官样文章的形式主义作风,
80217,1,案秤,ànchèng,,,名,放在柜台上使用的小型磅秤,
80219,1,南豆腐,nándòufu,,,名,豆浆煮开后点入石膏溶液制成的豆腐，比北豆腐水分多而嫩，流行于我国南方（跟“北豆腐”相区别）,
80220,1,诛心之论,zhūxīnzhīlùn,,,,指深刻揭露内心动机的批评,
80222,1,水龙带,shuǐlóngdài,,,名,帆布输水管，多用来灭火或抽水,
80223,1,贪天之功,tāntiānzhīgōng,,,,把上天所成就的功绩说成是自己的。现多指抹杀群众或他人的作用，把一切功劳归于自己,
80224,1,酣眠,hānmián,,,动,酣睡,
80225,1,鬼蜮伎俩,guǐyù-jìliǎng,,,,比喻用心险恶、暗中害人的手段,
80227,1,可逆反应,kěnì fǎnyìng,,,,在同一条件下，可同时向正、反两个方向进行的化学反应。在化学方程式中常用“⇌”表示,
80230,1,倒海翻江,dǎohǎi-fānjiāng,,,,翻江倒海,
80233,1,清莹,qīngyíng,,,形,清澈晶莹,清莹的露珠
80236,1,暗锁,ànsuǒ,,,名,锁身不外露的锁，一般用钥匙才能锁上,
80237,1,偷天换日,tōutiān-huànrì,,,,比喻暗中以假代真，掩盖事实真相，达到欺骗、蒙混的目的,
80238,1,取精用宏,qǔjīng-yònghóng,,,,原指居官日久，享用多而精。现转指从所占有的大量资料中提取精华,
80240,1,柳笛,liǔdí,,,名,用嫩柳条外皮制成的哨子，吹出的声音像笛子,
80241,1,悬灯结彩,xuándēng-jiécǎi,,,,张灯结彩,
80244,1,有性杂交,yǒuxìng zájiāo,,,,基因型不同的生物体通过生殖细胞结合而产生新的后代的杂交。是引起生物遗传性变异的途径之一,
80246,1,有闻必录,yǒuwén-bìlù,,,,凡是听到的都一定记录下来,
80250,1,旷代,kuàngdài,,,名,历代；自古至今,旷代未有之奇勋
80250,2,旷代,kuàngdài,,,形,空前的；当代无可比拟的,旷代豪杰｜旷代奇珍
80251,1,海震,hǎizhèn,,,名,由海底或海岸附近发生地震引起海水震动的现象,
80252,1,坠马,zhuìmǎ,,,动,落马,
80254,1,深藏若虚,shēncáng-ruòxū,,,,（把宝物）深深收藏起来，就好像没有这件东西一样。比喻人有真才实学而不表露出来,
80256,1,重茬,chóngchá,,,动,连作,
80257,1,润格,rùngé,,,名,指给人作书、画、诗文时所定的报酬标准,
80260,1,晴岚,qínglán,,,名,天晴时山中的雾气,晴岚如黛
80265,1,祝告,zhùgào,,,动,祷告,
80266,1,托物言志,tuōwù-yánzhì,,,,通过描绘具体事物的形象来表达思想感情（多用于诗歌、散文创作）,
80267,1,实益,shíyì,,,名,实际的利益,
80272,1,挪亚方舟,nuóyà fāngzhōu,,,,《圣经》中义士挪亚（诺亚）为躲避洪水而造的长方形大船,
80274,1,贡奉,gòngfèng,,,动,向朝庭或上司贡献物品；进贡,遣使贡奉
80275,1,抽印,chōuyìn,,,动,从整本书刊中抽出一部分单印,抽印本
80278,1,便路,biànlù,,,名,便道①,走便路省时间
80285,1,香獐,xiāngzhāng,,,名,麝,
80286,1,打小算盘,dǎxiǎosuànpan,,,,比喻不顾大局，只为自己或局部利益打算,
80287,1,劫营,jiéyíng,,,动,偷袭敌军营寨,
80288,1,联营经济,liányíng jīngjì,,,,我国经济体制改革过程中出现的一种企业联合体。参与联营的企业通过签订协议或合同而在投资、生产、供销等方面进行协作,
80288,2,联营经济,liányíng jīngjì,,,,指不同所有制性质的企业之间或企业、事业单位之间共同投资组成经济实体的一种经济类型,
80299,1,减号,jiǎnhào,,,名,减法运算符号，即“-”,
80307,1,水中捞月,shuǐzhōng-lāoyuè,,,,海底捞月,
80308,1,牙轮,yálún,,,名,齿轮,
80312,1,雌雄异体,cíxióngyìtǐ,,,,同种动物的雌雄生殖器官分别生在不同个体内。高等动物都是雌雄异体,
80313,1,秀巧,xiùqiǎo,,,形,秀丽乖巧,这孩子聪慧秀巧
80314,1,秋假,qiūjià,,,名,学校在秋收季节的假期，一般在公历九十月间，时间比寒、暑假短，农村的秋假多长于城市,
80315,1,液泡,yèpào,,,名,细胞质中的泡状结构。外有液泡膜与细胞质分开，内含水状细胞液,
80317,1,卒岁,zúsuì,,,动,过完一年,家无存粮，难以卒岁。
80317,2,卒岁,zúsuì,,,名,终年；整年,卒岁长相随
80321,1,喜蛛,xǐzhū,,,名,蟏蛸（xiāoshāo）,
80323,1,恒温动物,héngwēn dòngwù,,,,有完善的体温调节机制，在环境温度变化的情况下仍能保持体温相对稳定的动物（跟“变温动物”相区别）。如哺乳动物和鸟类,
80324,1,纯平彩电,chúnpíngcǎidiàn,,,,采用平面显像管显像的彩色电视机，能避免色彩失真和边缘影像扭曲,
80326,1,沸反盈天,fèifǎn-yíngtiān,,,,声音像沸腾的水那样翻滚，充满空间（反：翻滚）。形容人声喧闹，乱成一片,
80328,1,高不成，低不就,gāobùchéng，dībùjiù,,,,高的干不了或得不到，低的又不肯屈就。常用来形容求职或择偶时，要求不切实际，难于成功,
80333,1,音容宛在,yīnróng-wǎnzài,,,,（死者的）声音和容貌好像还在耳边和眼前（宛：好像）。多用来表示对死者的怀念,
80336,1,系恋,xìliàn,,,动,留恋；牵挂,系恋着祖国
80344,1,耍心眼儿,shuǎxīnyǎnr,,,,耍小聪明；暗用心计,应该以诚待人，不要耍心眼儿。
80351,1,不咎既往,bùjiù-jìwǎng,,,,既往不咎,
80353,1,涉黑团伙,shèhēi tuánhuǒ,,,,涉嫌黑社会性质，进行违法犯罪活动的小集团,
80356,1,黑板擦,hēibǎncā,,,名,用以擦净黑板的用具,
80359,1,赴敌,fùdí,,,动,到战场同敌人作战,齐心赴敌
80362,1,和光同尘,héguāng-tóngchén,,,,《老子》五十六章：“和其光，同其尘。”意思是含敛光耀，混同尘世。后用“和光同尘”比喻随波逐流，不露锋芒的处世态度,
80364,1,肘窝,zhǒuwō,,,名,肘关节内侧凹下去的部位,
80365,1,冶艳,yěyàn,,,形,异常艳丽,
80367,1,妖里妖气,yāoliyāoqì,,,形,形容服装奇异、神态妖冶的样子,
80370,1,测估,cègū,,,动,测算估计,测估水稻产量
80370,2,测估,cègū,,,动,检测评估,教学质量测估
80372,1,满销,mǎnxiāo,,,动,（产品或商品）全部销售出去,满产满销｜高产满销
80378,1,捷才,jiécái,,,名,才思敏捷的人,
80379,1,拐肘,guǎizhǒu,,,名,胳膊肘子,衣袖拐肘处有个大补丁。
80390,1,盘错,páncuò,,,动,（树根、树枝）盘曲交错；比喻事情复杂，纠缠不清,枝丫盘错｜矛盾盘错不清
80393,1,宝玩,bǎowán,,,名,珍宝和古玩,
80398,1,炮舰外交,pàojiàn wàijiāo,,,,依靠武力实现其侵略、扩张目的的外交政策,
80399,1,铺张扬厉,pūzhāng-yánglì,,,,本指铺陈渲染，极力宣扬。今多形容过分铺张，讲求排场,
80403,1,心到神知,xīndào-shénzhī,,,,迷信指诚心敬神，神便得知，不必有过多的供奉和礼拜。今多比喻对人敬重，重在心意，不必送礼或一再表白,
80404,1,锄强扶弱,chúqiáng-fúruò,,,,铲除强暴，扶助弱小,
80408,1,殒身,yǔnshēn,,,动,殒命,
80413,1,心广体胖,xīnguǎng-tǐpán,,,,《礼记·大学》：“富润屋，德润身，心广体胖。”原意是胸襟宽阔，身体也就安泰舒适。现在多指心中无忧无虑，因而身体健壮 ,
80415,1,反璞归真,fǎnpú-guīzhēn,,,,现在一般写作“返璞归真”,
80416,1,佚闻,yìwén,,,,现在一般写作“轶闻”,
80417,1,一身是胆,yīshēn-shìdǎn,,,,浑身是胆,
80418,1,复辅音,fùfǔyīn,,,名,同一个音节中连在一起的两个或两个以上的辅音。如英语 strong 中的“str”。现代汉语普通话中没有复辅音,
80419,1,蜗轮,wōlún,,,名,一种具有特殊齿形的齿轮，与蜗杆相啮合，传动机械,
80422,1,异形词,yìxíngcí,,,名,"指普通话书面语中并存并用的音同、义同而书写形式不同的词语。如“交代”和“交待”,“笔画”和“笔划”",
80424,1,鼓风炉,gǔfēnglú,,,名,装有鼓风装置的冶炼炉，用来冶炼有色金属；也指冶炼炉的鼓风装置,
80425,1,候风地动仪,hòufēng dìdòngyí,,,,公元132年东汉天文学家张衡发明的世界上最早的地震仪。简称地动仪,
80428,1,吊民伐罪,diàomín-fázuì,,,,安抚受苦受难的民众，讨伐罪恶的统治者,
80429,1,二一添作五,èr yī tiānzuò wǔ,,,,珠算除法的一句口诀。意思是一被二除时，在算盘的横梁下去掉一，在横梁上添个五，表示商是零点五。借指双方平分,
80436,1,言者无罪，闻者足戒,yánzhě-wúzuì，wénzhě-zújiè,,,,（提的意见尽管不一定正确，但）提意见的人没有什么罪过，听取意见的人（即使不存在对方所指出的错误，也）应引为鉴戒,
80439,1,打把式,dǎbǎshi,,,,练武术,早年跟师傅打把式卖艺。
80445,1,归谬法,guīmiùfǎ,,,名,一种间接证明的方法。先假定被反驳的观点是正确的，再从它推出明显荒谬的结论，从而证明它是错误的。多用于驳论,
80446,1,连阴天,liányīntiān,,,名,连续多日的阴天,
80448,1,感光度,gǎnguāngdù,,,名,表示感光材料感光快慢的数值,
80449,1,艺龄,yìlíng,,,名,艺术工作者从事艺术活动的年数,
80451,1,艾绒,àiróng,,,名,干艾叶捣成的绒状物，中医用于灸疗,
80454,1,讣文,fùwén,,,名,报丧的通知，多附有死者生卒年月日和事略,
80456,1,连环保,liánhuánbǎo,,,名,旧时官府把住在一起的几个人或几户人家编成一组，强逼他们相互监督。如果其中一人或一家出事，其余各人或各家都得连带获罪,
80459,1,直贡呢,zhígòngní,,,名,一种精致、光滑的斜纹毛织品或棉织品，质地厚实耐磨，多染成藏青色或黑色，常用来做大衣和鞋面,
80462,1,改点,gǎidiǎn,,,动,更改原来规定或约定的时间,火车改点了
80463,1,防冻剂,fángdòngjì,,,名,化学制剂，放入发动机冷却水中，能降低水的冰点，避免发动机和水箱因结冰而胀裂,
80465,1,寿筵,shòuyán,,,名,贺寿的宴席,
80466,1,赣方言,gànfāngyán,,,名,汉语七大方言之一，主要分布在江西中部、北部和湖南东部、福建西北部,
80467,1,序次,xùcì,,,名,次序,
80468,1,高拨子,gāobōzi,,,名,传统戏曲腔调，是徽剧的主要腔调之一，京剧、婺剧等剧种也用高拨子。简称拨子,
80469,1,改嘴,gǎizuǐ,,,动,改口,
80470,1,寿木,shòumù,,,名,寿材,
80474,1,积年累月,jīnián-lěiyuè,,,,经过了许多年月。形容时间很长,
80475,1,舞蹈症,wǔdǎozhèng,,,名,一种神经系统障碍病，症状是不自主地手足舞动、努嘴、眨眼等,
80479,1,露苗,lòumiáo,,,动,出苗,
80482,1,指腹为婚,zhǐfù-wéihūn,,,,旧时一种婚姻习俗，孩子还没有出生，双方的家长就为腹中的胎儿订立婚约,
80484,1,抽肥补瘦,chōuféi-bǔshòu,,,,比喻取有余以补不足，使彼此均衡,
80488,1,牧笛,mùdí,,,名,牧童、牧人放牧时所吹的笛子,
80489,1,笔心,bǐxīn,,,,现在一般写作“笔芯”,
80490,1,光杆儿,guānggǎnr,,,名,落尽了花叶的草木或没有叶子衬托的花朵,光杆儿牡丹
80490,2,光杆儿,guānggǎnr,,,名,比喻孤独的人,这里只有我光杆儿一人了。
80491,1,揭老底,jiēlǎodǐ,,,,揭底①,
80492,1,学生腔,xuéshengqiāng,,,名,书面词语较多、语句呆板稚嫩、缺少生活气息的言语,深入群众，克服学生腔。
80493,1,哀艳,āiyàn,,,形,（文辞等）凄切绮丽,文笔哀艳凄婉
80494,1,止血钳,zhǐxuèqián,,,名,西医手术用的一种钳子，用来钳住血管阻止流血,
80495,1,眉头一皱，计上心来,"méitóuyīzhòu,jìshàngxīnlái",,,,略经思考，就有主意了,
80497,1,润肤膏,rùnfūgāo,,,名,一种使皮肤光滑滋润的油质护肤品,
80498,1,熬年头儿,áoniántóur,,,,混日子；特指为了仅凭工作年限的增长获得某种资历或待遇而混日子,
80499,1,义齿,yìchǐ,,,名,假牙,
80502,1,笔札,bǐzhá,,,名,笔和纸；借指书信、文章等,
80504,1,谢仪,xièyí,,,名,为表示感谢而送的钱物,
80507,1,公筷,gōngkuài,,,名,集体用餐时公用的筷子，用来把菜夹到碗碟内，而不送入嘴里,
80510,1,疏狂,shūkuáng,,,形,任性放荡，不受约束,疏狂不羁
80511,1,根状茎,gēnzhuàngjīng,,,名,植物地下茎的一种。外形与根相似，横生土中，有节，节上有退化的鳞叶。如莲藕,
80513,1,穷骨头,qiónggǔtou,,,名,对穷人的蔑称（含有穷是命里注定的意思）,
80515,1,逆定理,nìdìnglǐ,,,名,将某一定理的条件和结论互换，所得的定理就是原定理的逆定理。例如，“三角形任意一角的平分线如果平分第三边，则该三角形为等腰三角形”。那么“一个三角形如果是等腰三角形，则其顶角平分线平分第三边”就是它的逆定理,
80517,1,触诊,chùzhěn,,,动,用触摸方法诊断疾病,触诊是医生常用的诊断方法之一。
80519,1,干井,gānjǐng,,,名,不出水或不出油、气的井,
80523,1,国富民安,guófù-mín'ān,,,,国家富强，人民安定,
80525,1,攘夺,rǎngduó,,,动,抢夺；夺取,攘夺权柄
80526,1,褒词,bāocí,,,名,褒扬、夸奖的话,评价要实事求是，不要滥施褒词。
80526,2,褒词,bāocí,,,名,褒义词,
80527,1,千钧棒,qiānjūnbàng,,,名,对《西游记》里孙悟空所用如意金箍棒的形象说法（钧：古代重量单位，30斤为1钧）,金猴奋起千钧棒
80530,1,百足之虫，死而不僵,bǎizúzhīchóng，sǐ'érbùjiāng,,,,马陆、蜈蚣等有很多对足的虫子即使死了，靠着足的支撑也不倒下（僵：倒下）。比喻基础深厚、势力强大的人或集团垮台后，余威和影响仍然存在（多含贬义）,
80531,1,勾描,gōumiáo,,,动,勾画描绘,临摹勾描
80534,1,遗业,yíyè,,,名,前辈传给后人的基业,弘扬遗业
80534,2,遗业,yíyè,,,名,遗留下来的产业、家业,
80536,1,杭纺,hángfǎng,,,名,杭州出产的纺绸,
80538,1,曼陀林,màntuólín,,,名,英语 mandoline 音译 弦乐器，琴身呈半梨形，有四对金属弦，用玳瑁、象牙或塑料制的拨子弹奏。也译作曼德林,
80539,1,赔小心,péixiǎoxīn,,,,处处谨慎待人，唯恐激起别人的反感或恼怒,
80540,1,寄居蟹,jìjūxiè,,,名,节肢动物，成体寄居在空的螺壳内，头、胸部能伸出壳外，在海底或海滩上带壳爬行,
80541,1,叽叽嘎嘎,jīji-gāgā,,,拟声,模拟说笑声,大家叽叽嘎嘎地又说又笑。
80547,1,迈方步,màifāngbù,,,,缓慢而又稳当地踱步。多形容老人或读书人慢条斯理的步态,
80548,1,风火墙,fēnghuǒqiáng,,,名,防火墙①,
80549,1,老本儿,lǎoběnr,,,名,开始经营时投入的本钱,炒股票赔了老本儿。
80549,2,老本儿,lǎoběnr,,,名,比喻原有的基础、本领或功劳,吃老本儿
80554,1,历观,lìguān,,,动,逐一观察,历观名山大川
80555,1,红小兵,hóngxiǎobīng,,,名,“文化大革命”期间小学生的群众组织；也指红小兵组织的成员,
80559,1,半道儿,bàndàor,,,名,半路,汽车半道儿抛锚了｜要干就干好，不要半道儿撒手。
80563,1,咔喳,kāchā,,,,现在一般写作“咔嚓”,
80564,1,蔫头耷脑,niāntóu-dānǎo,,,,耷拉着脑袋。形容人情绪低落、无精打采的样子,这小伙子蔫头耷脑的，恐怕有不痛快的事吧?
80565,1,媚气,mèiqì,,,形,妩媚动人,这个姑娘挺媚气的。
80566,1,暌隔,kuígé,,,动,分开；离别,彼此暌隔多年
80567,1,貔貅,píxiū,,,名,貔,
80567,2,貔貅,píxiū,,,名,比喻勇猛的将士,统领貔貅百万
80568,1,治装,zhìzhuāng,,,动,置办行装,治装远行
80571,1,喷泻,pēnxiè,,,动,喷涌流泻,火山岩浆喷泻而下。
80574,1,撙节,zǔnjié,,,动,节省,撙节用度
80575,1,察勘,chákān,,,动,实地考察,察勘地形
80576,1,茶青,cháqīng,,,形,形容颜色深绿而微黄,
80578,1,麦糠,màikāng,,,名,紧贴在麦粒外面的皮 儿 ，一般在脱粒时就被分离出来,
80581,1,孔雀绿,kǒngquèlǜ,,,形,形容颜色像绿孔雀的羽毛一样绿,孔雀绿的裙子
80581,2,孔雀绿,kǒngquèlǜ,,,名,一种碱性有机染料，能染出孔雀绿的颜色,
80585,1,初志,chūzhì,,,名,最初的志愿,屡受挫折，初志不改。
80588,1,流水席,liúshuǐxí,,,名,客人随到随吃随走的宴客方式,
80589,1,遣辞,qiǎncí,,,,现在一般写作“遣词”,
80591,1,小年夜,xiǎoniányè,,,名,〈口〉农历除夕的前一夜,
80591,2,小年夜,xiǎoniányè,,,名,旧时也指农历十二月二十三日或二十四日,
80593,1,疤拉眼儿,bālayǎnr,,,,现在一般写作“疤瘌眼 儿 ”,
80594,1,费手脚,fèishǒujiǎo,,,,费事,
80595,1,皱痕,zhòuhén,,,名,褶皱的痕迹,皱痕累累
80596,1,侈言,chǐyán,,,名,夸大不实的言辞,实属侈言，不可相信。
